20:34:35	22.08	32.44	1.79589657189533
20:35:04	22.07	32.27	1.7993182170292015
20:37:09	22.16	31.95	1.8177632195320341
20:38:07	22.08	32.00	1.8075927603446187
20:39:07	21.96	32.15	1.790452645600184
20:40:04	21.79	32.34	1.7670010634001292
20:41:07	21.69	32.51	1.751820593848542
20:42:02	21.58	32.59	1.7380092661910849
20:43:03	21.57	32.78	1.7320501785818576
20:44:05	21.65	32.64	1.744174203082015
20:45:01	21.83	32.49	1.7673973572834618
20:46:02	21.94	32.47	1.7798347001644979
20:47:01	22.04	32.17	1.7986814624174998
20:48:02	22.15	31.90	1.8179907848728203
20:49:04	22.11	31.86	1.8146297446092212
20:50:01	21.97	32.03	1.7947140393892804
20:51:11	21.83	32.15	1.77629848454574
20:52:12	21.71	32.32	1.758901973927359
20:53:14	21.57	32.49	1.7395225759604465
20:54:05	21.56	32.59	1.7358830771042681
20:55:03	21.64	32.54	1.745695375314701
20:56:03	21.73	32.49	1.7566304209895496
20:57:04	21.91	32.29	1.7813139954957868
20:58:01	22.01	32.12	1.7967168161526714
20:59:03	22.11	31.78	1.81676021686588
21:01:02	21.96	31.88	1.7975775124286593
21:02:03	21.80	32.00	1.7769658423907537
21:03:05	21.67	32.17	1.758493825562788
21:04:03	21.57	32.20	1.7469949733390353
21:05:04	21.57	32.37	1.7426146024619316
21:06:06	21.67	32.37	1.7533088223914397
21:07:01	21.83	32.29	1.7726333144965665
21:08:00	21.97	31.98	1.7960342645175644
21:09:03	22.11	31.76	1.8172928349300446
21:10:01	22.19	31.49	1.833398524182414
21:11:02	22.12	31.49	1.825595520806132
21:12:00	21.98	31.68	1.8050566260560628
21:13:00	21.85	31.78	1.7881680213683935
21:13:58	21.72	32.00	1.768299042660976
21:15:00	21.64	32.12	1.756563920491579
21:16:01	21.60	32.22	1.7496889995890923
21:17:01	21.69	32.12	1.76194372366927
21:18:01	21.80	32.12	1.7738300203159467
21:20:04	22.09	31.68	1.8172065649009952
21:21:01	22.16	31.42	1.8319206700294914
21:22:00	22.13	31.34	1.8307079631114807
21:22:58	22.00	31.46	1.813080042244288
21:24:01	21.89	31.66	1.7956941582532477
21:25:03	21.76	31.86	1.7762773400141396
21:26:04	21.65	31.93	1.762558462051555
21:27:08	21.65	32.15	1.7568619311032472
21:28:10	21.76	32.00	1.7726278121655632
21:29:01	22.02	31.68	1.8094665448379421
21:30:02	22.11	31.54	1.8231516336358569
21:31:04	22.23	31.25	1.8443087711382409
21:32:07	22.26	31.07	1.852518308813414
21:33:09	22.12	31.20	1.8333231912343
21:34:10	21.96	31.37	1.811035594215779
